# Camera-to-camera extrinsic matrix (camera pose) from frame-000000 to frame-000007
 9.06193058e-01	  3.42857864e-02	 -4.21471976e-01	  1.54523532e-01	
-9.89394920e-02	  9.86232759e-01	 -1.32498762e-01	  4.56576146e-02	
 4.11126646e-01	  1.61769681e-01	  8.97109498e-01	  4.00954915e-02	
 0.00000000e+00	  0.00000000e+00	  0.00000000e+00	  1.00000000e+00	

# Camera-to-camera extrinsic matrix (camera pose) from frame-000001 to frame-000007
 9.74033990e-01	  1.72623355e-02	 -2.25742770e-01	  8.42798845e-02	
-5.44936063e-02	  9.85651131e-01	 -1.59756985e-01	  5.61639449e-02	
 2.19745838e-01	  1.67910271e-01	  9.60998391e-01	  1.65755026e-02	
 0.00000000e+00	  0.00000000e+00	  0.00000000e+00	  1.00000000e+00	

# Camera-to-camera extrinsic matrix (camera pose) from frame-000002 to frame-000007
 9.99941171e-01	  9.65149581e-03	  4.95001832e-03	 -6.76798065e-04	
-8.57582876e-03	  9.82882741e-01	 -1.84032532e-01	  6.82766391e-02	
-6.64147679e-03	  1.83979255e-01	  9.82907689e-01	  8.37727195e-03	
 0.00000000e+00	  0.00000000e+00	  0.00000000e+00	  1.00000000e+00	

# Camera-to-camera extrinsic matrix (camera pose) from frame-000003 to frame-000007
 9.67112011e-01	  6.05468410e-03	  2.54278781e-01	 -1.01311126e-01	
 3.73703670e-02	  9.85484988e-01	 -1.65598289e-01	  6.27228817e-02	
-2.51590567e-01	  1.69654586e-01	  9.52848103e-01	  2.41726814e-02	
 0.00000000e+00	  0.00000000e+00	  0.00000000e+00	  1.00000000e+00	

# Camera-to-camera extrinsic matrix (camera pose) from frame-000004 to frame-000007
 8.85187346e-01	  9.49438568e-03	  4.65137849e-01	 -1.78356751e-01	
 6.75713285e-02	  9.86566465e-01	 -1.48730377e-01	  5.92754124e-02	
-4.60301507e-01	  1.63084230e-01	  8.72654603e-01	  5.42887834e-02	
 0.00000000e+00	  0.00000000e+00	  0.00000000e+00	  1.00000000e+00	

# Camera-to-camera extrinsic matrix (camera pose) from frame-000005 to frame-000007
 9.08533859e-01	 -9.44479893e-02	  4.06996074e-01	 -1.42541407e-01	
 9.68736841e-02	  9.95188207e-01	  1.46942527e-02	  5.83083812e-03	
-4.06425536e-01	  2.60769830e-02	  9.13311707e-01	  3.42312243e-02	
 0.00000000e+00	  0.00000000e+00	  0.00000000e+00	  1.00000000e+00	

# Camera-to-camera extrinsic matrix (camera pose) from frame-000006 to frame-000007
 9.75567915e-01	 -4.42249756e-02	  2.15200824e-01	 -7.68780799e-02	
 4.49305673e-02	  9.98988808e-01	  1.61447263e-03	  7.44182428e-03	
-2.15054615e-01	  8.09406742e-03	  9.76568481e-01	  1.14108454e-02	
 0.00000000e+00	  0.00000000e+00	  0.00000000e+00	  1.00000000e+00	

# Camera-to-camera extrinsic matrix (camera pose) from frame-000007 to frame-000007
 1.00000000e+00	  0.00000000e+00	  0.00000000e+00	  0.00000000e+00	
 0.00000000e+00	  1.00000000e+00	  0.00000000e+00	  0.00000000e+00	
 0.00000000e+00	  0.00000000e+00	  1.00000000e+00	  0.00000000e+00	
 0.00000000e+00	  0.00000000e+00	  0.00000000e+00	  1.00000000e+00	

# Camera-to-camera extrinsic matrix (camera pose) from frame-000008 to frame-000007
 9.77786599e-01	  5.05112051e-02	 -2.03425627e-01	  7.39230849e-02	
-5.01212684e-02	  9.98718104e-01	  7.07162812e-03	 -5.35480146e-03	
 2.03522053e-01	  3.28140726e-03	  9.79064863e-01	  6.79063607e-03	
 0.00000000e+00	  0.00000000e+00	  0.00000000e+00	  1.00000000e+00	

# Camera-to-camera extrinsic matrix (camera pose) from frame-000009 to frame-000007
 9.06949455e-01	  9.70696317e-02	 -4.09902638e-01	  1.50787138e-01	
-9.18811102e-02	  9.95243091e-01	  3.23890512e-02	 -1.23167106e-02	
 4.11096762e-01	  8.28707713e-03	  9.11554045e-01	  3.04464373e-02	
 0.00000000e+00	  0.00000000e+00	  0.00000000e+00	  1.00000000e+00	

# Camera-to-camera extrinsic matrix (camera pose) from frame-000010 to frame-000007
 9.04354087e-01	  1.57968695e-01	 -3.96471408e-01	  1.47415385e-01	
-8.15376054e-02	  9.75816796e-01	  2.02813212e-01	 -6.94670376e-02	
 4.18921598e-01	 -1.51087628e-01	  8.95364297e-01	  3.55340376e-02	
 0.00000000e+00	  0.00000000e+00	  0.00000000e+00	  1.00000000e+00	

# Camera-to-camera extrinsic matrix (camera pose) from frame-000011 to frame-000007
 9.76539943e-01	  7.69014782e-02	 -2.01136525e-01	  7.61511874e-02	
-4.03811507e-02	  9.82885646e-01	  1.79736388e-01	 -6.45838775e-02	
 2.11516197e-01	 -1.67397638e-01	  9.62932463e-01	  1.10402609e-02	
 0.00000000e+00	  0.00000000e+00	  0.00000000e+00	  1.00000000e+00	

# Camera-to-camera extrinsic matrix (camera pose) from frame-000012 to frame-000007
 9.99998641e-01	 -1.56633748e-03	 -5.15200283e-04	 -6.83942273e-05	
 1.63268064e-03	  9.84298747e-01	  1.76503003e-01	 -5.78220348e-02	
 2.30647723e-04	 -1.76503604e-01	  9.84299967e-01	  5.96666405e-03	
 0.00000000e+00	  0.00000000e+00	  0.00000000e+00	  1.00000000e+00	

# Camera-to-camera extrinsic matrix (camera pose) from frame-000013 to frame-000007
 9.75575029e-01	 -8.57247925e-02	  2.02248911e-01	 -7.19359239e-02	
 5.06092233e-02	  9.83654260e-01	  1.72809152e-01	 -5.54876912e-02	
-2.13757031e-01	 -1.58352634e-01	  9.63966999e-01	  1.39479082e-02	
 0.00000000e+00	  0.00000000e+00	  0.00000000e+00	  1.00000000e+00	

# Camera-to-camera extrinsic matrix (camera pose) from frame-000014 to frame-000007
 8.99900305e-01	 -1.58189084e-01	  4.06393473e-01	 -1.49015967e-01	
 8.56453963e-02	  9.77850486e-01	  1.90979825e-01	 -5.60021794e-02	
-4.27602978e-01	 -1.37057073e-01	  8.93516117e-01	  4.19620656e-02	
